id,tweet,label
`5.80E+17,according httptcoxmwnrilcaps gm survey kobe 3rd best shooting guardhttptcod2imqp69yz httptcod8fvufwmni,non-rumor
`5.80E+17,ottawa hospital received patients stable condition wont give update soldier deferring dnd cbcott ottnews,rumor
`5.80E+17,wow photo mp nina grewal showing doors reading room barricaded parliamenthill ottawa httptcovgsuhqqadi,non-rumor
`5.80E+17,canada parliament shooting active shooter separate shooting sites injd multiple gunmen soldier deadhttptcolxfiyavimz,rumor
`5.80E+17,ottawa hospital says treating three patients two stable condition shooting incident httptco1ckihwuczl,rumor
`5.80E+17,phone lines open use need someone talk ottawa,non-rumor
`5.80E+17,leafs joffrey lupul praises officers ottawa team remains lock httptcoopoonxtsiv httptcoybjiu2jaap,non-rumor
`5.80E+17,update ottawacdn soldier dies shootingparliamentary guard woundedparliament hill still lockdownhttptcochbtwxvn0q,rumor
`5.80E+17,powerful war memorial mouthtomouth image shared ottawacitizens wayne cuddington ottnews ottawa httptcofcsgb097g9,non-rumor
`5.80E+17,follow live coverage shootings ottawa httptcormeiedach3 ottawashooting httptcogbhlm8pwgp,non-rumor
`5.80E+17,breaking spokesperson ottawa hospital confirms received three patients two stable condition,rumor
`5.80E+17,sending love people ottawa safe everyone xoxoxo,non-rumor
`5.80E+17,friends mom korea right met yonghwa shooting drama go httptcofwmasccy70,non-rumor
`5.80E+17,chaos broke ottawa shooting war memorial reports gunfire parliament httptcopvoh34l2ea,rumor
`5.80E+17,soldier shot canada national war memorial died police looking several suspects httptcodqyfsfkghx httptcoqwjau3slib,rumor
`5.80E+17,mps credit sergeantatarms saving lives parliament hill shootingshttptco3nfiswtwpt httptcov5tibcqgj9,rumor
`5.80E+17,dudes shot ottawa white going conversation terrorism going mental illness,non-rumor
`5.80E+17,ottawa youth need talk crisis line613 toll free eastern ontariocrisisysbonca,non-rumor
`5.80E+17,soldier shot gunman outside canada parliament dies minister says police search multiple suspects,rumor
`5.80E+17,jason kenney says canadians soldier shot war memorial today died employment minister also says parliamentary guard wounded cdnpoli,rumor
`5.80E+17,leafs could hear shots rooms told ottawashooting,rumor
`5.80E+17,ottawa hospital says received patients shootings stable wont give update soldier statement httptcoaf9hyt9bgx,rumor
`5.80E+17,prayforottawa american veteran prayers w canadian soldier died todays shooting standing duty war memorial,rumor
`5.80E+17,conservative caucas informed soldier shot war memorial ottawa morning died sad development shocking day,rumor
`5.80E+17,prayers go victims ottawa shooting,non-rumor
`5.80E+17,thoughts friends ottawa stay safe everyone,non-rumor
`5.80E+17,whoops sorry ottawa,non-rumor
`5.80E+17,breaking canadian officials soldier shot ottawa died httptcoddbmihjxgb,rumor
`5.80E+17,canadas parliament building locked shooting least one guard injured httptconrsnlg2s04 photo ap httptcoqpxf4if6am,rumor
`5.80E+17,conservative caucus told canadian soldier shot war memorial died soldier named reservist based hamilton,rumor
`5.80E+17,heart aches family canadian soldier murdered morning ottawa rip,rumor
`5.80E+17,ottawa friendscanadians coast coast ottawashooting cdnpoli,non-rumor
`5.80E+17,thoughts amp prayers go everyone affected events nations capital ottawastrong ottawa httptcoo8himce5z3,non-rumor
`5.80E+17,youre ottawa upset scared anxious todays events dont hesitate call distresscentreo ottawashooting,non-rumor
`5.80E+17,saw one soldiers laying ground witnesses depict chaos ottawashooting httptcovezxrhnpcd httptco1hhii1ykh2,rumor
`5.80E+17,developing story gunman killed ottawa shootings confirmed httptcoamigglyu4l,rumor
`5.80E+17,video reporter captures shootout ottawas parliament hill building watch httptcobiemkwavtc httptcod0bakjcrab,rumor
`5.80E+17,statement ottawa hospital received patients stable condition httptcozu5hyprgdl,rumor
`5.80E+17,thoughts prayers everyone ottawa staystrong prayforottawa,non-rumor
`5.80E+17,still trapped barricaded office elsewhere ottawashooting,non-rumor
`5.80E+17,ottawashooting rcmpnatdiv press conference held pm today,rumor
`5.80E+17,thoughts ottawa,non-rumor
`5.80E+17,breaking soldier shot national war memorial died ctv confirmed,rumor
`5.80E+17,home true north strong amp free thoughts amp prayers people ottawa amp canada ottawastrong httptcorsueznpkfk,non-rumor
`5.80E+17,breaking terrible news day far soldier died injuries ottawashooting ctvnews ctvottawa,rumor
`5.80E+17,map locations shootings ottawa war memorial house commons nearby mall httptcox88z25p9tx httptcoofsyyjq4qp,rumor
`5.80E+17,security measures heightened across canada amid ottawa attack httptcofzc4in78ro httptcokmnuubrwom,non-rumor
`5.80E+17,rcmp asking assistance photos videos ottawa shooting please send natdivmediadivnatrcmpgrcgcca,non-rumor
`5.80E+17,white house says us ready offer canada necessary assistance shootings ottawa barackobama speak pm harper today,rumor
`5.80E+17,canadian cabinet minister jason kenney says canada terrorised intimidated following ottawashooting,non-rumor
`5.80E+17,breaking ctv news reports solider wounded shooting national war memorial died,rumor
`5.80E+17,hearing news thoughts today back home citizens dedicated public servants ottawa across country,non-rumor
`5.80E+17,nhl decided postpone tonights sensleafs game ottawa right decision decision,rumor
`5.80E+17,news attack ottawa extremely disturbing pray everyones safety,non-rumor
`5.80E+17,breaking nhl game toronto maple leafs ottawa senators scheduled tonight ottawa postponed,rumor
`5.80E+17,game toronto maple leafs ottawa senators scheduled tonight ottawa postponed nhl says,rumor
`5.80E+17,breaking nhl postpones tonights senatorsleafs game ottawa,rumor
`5.80E+17,nhl announces tonights game leafs sens ottawa postponed,rumor
`5.80E+17,nhl cancels tonights game ottawa toronto due todays shootings senators host maple leafs,rumor
`5.80E+17,nhl says date rescheduled game tbd nhl wishes express sympathy prayers affected tragic events ottawa,rumor
`5.80E+17,thinking laytons words love better anger hope better fear optimism better despair ottawashooting,non-rumor
`5.80E+17,map three ottawa locations police say shots fired httptcoqrp5baujcr httptconutt2vyvpd,rumor
`5.80E+17,canadian soldier shot war memorial ottawa died according two members parliament live blog httptcoq98amohu7t,rumor
`5.80E+17,nhl postpones maple leafs-senators game tragic shootings ottawa httptcoanvffm4jca httptcog60sdeuw6r,rumor
`5.80E+17,youre thinking tweet situation ottawa conveniently benefits party step away twitter cdnpoli,non-rumor
`5.80E+17,video petermansbridge currently know ottawashooting httptco5xbsdqf561 httptcoekzlsuznj9,non-rumor
`5.80E+17,breaking hospital says received victims ottawa shootings stable condition,rumor
`5.80E+17,canadian soldier shot war memorial died officials reported httptcoukqg1qvqm6 ottawashooting httptcobbg09qly26,rumor
`5.80E+17,breaking news ottawa police confirm abc news looking suspects one dealt httptcolxfiyavimz,rumor
`5.80E+17,ottawa police rcmp announcing joint press conference time shortly cbcott ottnews,rumor
`5.80E+17,rcmp hold news conference close pm provide update shootings ottawa,rumor
`5.80E+17,ottawa police spokesman tells abc news suspects sought following shootings canadian capital worldnews,rumor
`5.80E+17,soldier shot war memorial ottawa died live coverage httptcopqpji0hgfi,rumor
`5.80E+17,nhl postpones wednesdays leafssenators game due tragedy ottawa httptcoohec0ceae7 httptcosleicmoun6,rumor
`5.80E+17,update uottawa courses exams officially cancelled whole day lockdown still effect stay indoors stay safe ottawa ottcity,non-rumor
`5.80E+17,folks attending saturdays nhl game ottawa youre belting canada whole nation let rip,non-rumor
`5.80E+17,ottawa one worlds great cities todays events change,non-rumor
`5.80E+17,shooting investigation going hours much downtown ottawa still lockdown httptcoalz6qu6mca cbcott ottnews,non-rumor
`5.80E+17,ottawa shooting soldier shot memorial died globe ctv harper speak later todayhttptcodknjoduorr,rumor
`5.80E+17,thoughts ottawa today happening terrible staysafeottawa,non-rumor
`5.80E+17,hearts prayers go everyone affected shootings ottawa today,non-rumor
`5.80E+17,nhl postpones tonights leafssenators game ottawashooting httptcoa6jxxm20nz httptcog80sbmbtlv,rumor
`5.80E+17,petermansbridge tells us know right ottawashooting httptcoybg1huoqda,non-rumor
`5.80E+17,could smell gun powder mps eyewitnesses describe ottawa shooting scene httptco3la2opraiw httptcomgcoyzfuqd,non-rumor
`5.80E+17,thoughts affected todays events ottawa,non-rumor
`5.80E+17,prayers ottawa hope resolved soon,non-rumor
`5.80E+17,ottawashooting canadas let damn officials figure whats going american media starts fearmongering,non-rumor
`5.80E+17,tonights game maple leafs amp senators postponed shootings ottawa morning httptcooxprxajwce,rumor
`5.80E+17,everyone ottawa please stay safe prayforottawa indonesia,non-rumor
`5.80E+17,remembrance day ceremony ottawa emotional every year cant imagine like year entire country may,non-rumor
`5.80E+17,rcmp asking assistance photos videos ottawa shooting please send natdivmediadivnatrcmpgrcgcca,non-rumor
`5.80E+17,thoughts good friends amp neighborsto north weloveyoucanada ottawashooting,non-rumor
`5.80E+17,surreal photos ottawa vip escorted sparks street httptcom4fe8krpxl httptcodwl9ovxlqj,non-rumor
`5.80E+17,ottawa hospital confirms treating ottawashooting victims stable conditionhttptcoiblawejeed httptcozsoc0vxokn,rumor
`5.80E+17,ive left hill want say im really impressed way ottawa police rcmp handled miserable business,non-rumor
`5.80E+17,parliament hill attack ottawa residents captures images chaos amidst lockdown httptcozzqxihygfx httptcoy0hkxmlydp,non-rumor
`5.80E+17,image kellyhobson shows police running search buildings downtown ottawa httptcolltw5skkje,non-rumor
`5.80E+17,ttc says implemented heightened security across entire transit system light shootings ottawa,non-rumor
`5.80E+17,leafssens game postponed shootings parliament hill httptco19satvffkt,rumor
`5.80E+17,safe ottawa praying everyone involved today,non-rumor
`5.80E+17,harper cancels malala citizenship event wake ottawa shootings httptcojzgipsgik6 ottawashooting httptcofg7pchudmk,rumor
`5.80E+17,thoughts go impacted todays senseless attacks ottawa proudlycanadian proudlyfree westandonguardforthee,non-rumor
`5.80E+17,terror canada amp israel today soldier murdered ottawa baby murdered jerusalem extremist terror scourge modern world,non-rumor
`5.80E+17,update lockdown rideau centre ottawa lifted,rumor
`5.80E+17,rcmp hold news conference ottawa shootings pm et pt watch live coverage httptcokngapktsce,rumor
`5.80E+17,chief defence staff mt joerayment surreal photos ottawa vip escorted sparks st httptcofyb1qefgcp httptcofxctvlrada,rumor
`5.80E+17,ottawa hospital confirms received patients stable condition live blog httptcoq98amohu7t,non-rumor
`5.80E+17,thoughts prayers city ottawa affected todays events,rumor
`5.80E+17,canadian authorities given name suspect ottawa attacks us feds ask fbi assistance sr us law enforcement official,non-rumor
`5.80E+17,canadian authorities given name suspect ottawa attacks us feds ask fbi assistance sr us law enforcement official,rumor
`5.80E+17,shooting incidents ottawa today ongoing investigation,non-rumor
`5.80E+17,update mornings shooting incidents occurred national war memorial parliament hill rideau centre,rumor
`5.80E+17,breaking ottawa police say believe one shooter,rumor
`5.80E+17,ottawa police press release,non-rumor
`5.80E+17,one shooting victim succumbed injuries member canadian forces thoughts prayers loved ones,rumor
`5.80E+17,american media stop calling ottawashooting canadas dont know yet canadians prefer spread factsnot fear cdnpoli,non-rumor
`5.80E+17,prayers ottawa directly affected family soldier died god keep land glorious free,rumor
`5.80E+17,breaking ottawa police confirm member canadian forces succumbed injuries hospital following shooting,rumor
`5.80E+17,breaking news ottawa police confirm one suspect killed suspects remain large,rumor
`5.80E+17,contrary earlier reports incident occurred near rideau centre ottawa police say,rumor
`5.80E+17,ottawa police confirm fatal shooting canadian soldier war memorial shooting death gunman parliament,rumor
`5.80E+17,soldiers cenotaph editorial cartoon brian gable,non-rumor
`5.80E+17,media advisory update current operation respect shootings ottawa downtown core,non-rumor
`5.80E+17,ottawa police correct info shooting rideau shopping centre everything points one gunman,rumor
`5.80E+17,ottawa police confirm male shooting suspect died one custody,rumor
`5.80E+17,canada fuck suppose nice people ottawashooting,non-rumor
`5.80E+17,rcmp news conference ottawa shootings expected,rumor
`5.80E+17,breaking police say soldier suspected gunman dead ottawa shootings,rumor
`5.80E+17,stay away downtown area operation continues,non-rumor
`5.80E+17,tragedy mounts soldier shot dies wounds ottawa hospital deep sympathy family friends shooting ottawa,rumor
`5.80E+17,police say two shooting incidents ottawa one war memorial parliament hill,rumor
`5.80E+17,pictures video suspect email natdivmediadivnatrcmpgrcgcca ottawa ottcity ottnews,non-rumor
`5.80E+17,anyone tips regarding shooting incidents looking report suspicious activity call x5493 call,non-rumor
`5.80E+17,new evidence including autopsy report supports darren wilsons account ferguson shooting,non-rumor
`5.80E+17,thoughts ottawa today ohcanada,non-rumor
`5.80E+17,ottawa police confirms gunman dead soldier killed ottawashooting,rumor
`5.80E+17,stay safe ottawaworld getting worse minutelike seriously society needs figure prayforottawa,non-rumor
`5.80E+17,im appalled todays attack ottawa offer full support pmharper canadian people deal incident,non-rumor
`5.80E+17,white house obama awaiting chance speak harper ottawa shooting,rumor
`5.80E+17,thoughts friends ottawa today difficult time staysafeottawa,non-rumor
`5.80E+17,updated shooting incident ottawa appearance coordinated attack,rumor
`5.80E+17,halfdozen witnesses provided testimony supports officers account michael brown shooting,non-rumor
`5.80E+17,officer wilson face criminal charges michaelbrown shooting defending prepared people,non-rumor
`5.80E+17,kudos first responders working ottawa today real heroes,non-rumor
`5.80E+17,saw long gun heard one shot eye witness ottawashooting canadian parliament,rumor
`5.80E+17,ottawa april stood us amp called us bostonstrong today stand ottawastrong ottawashooting,non-rumor
`5.80E+17,rcmp ottawa police news conference beginning watch live,rumor
`5.80E+17,prayers ottawa prayforottawa,non-rumor
`5.80E+17,police holding news conference provide latest todays incidents ottawa,rumor
`5.80E+17,police hold news conference ottawashooting follow coverage,rumor
`5.80E+17,ottawa police chief confirms gunman soldier war memorial dead,rumor
`5.80E+17,players staff nhlpa city ottawa amp canadian armed forces personnel thoughts today,non-rumor
`5.80E+17,please forward tips photos videos natdivmediadivnatrcmpgrcgcca ottawashooting,non-rumor
`5.80E+17,canadian soldier shot war memorial died one three suspected gunmen also dead police say,rumor
`5.80E+17,thoughts ottawa today stay safe everyone,non-rumor
`5.80E+17,police ottawa call situation fluid dynamic unfolding confirm deaths soldier gunman cdnpoli,rumor
`5.80E+17,ottawa mayor jim watson says sad tragic day city country,non-rumor
`5.80E+17,police clarified two shootings ottawa today three war memorial parliament hill,rumor
`5.80E+17,sergeantatarms canadas parliament called hero shooting gunman entered building,rumor
`5.80E+17,mayor ottawa says sad amp tragic day city canada,non-rumor
`5.80E+17,update parliament hill attack soldier dies injuries gunman shot dead,rumor
`5.80E+17,terrible news ottawa thoughts,non-rumor
`5.80E+17,rip canadian soldier killed today ottawa thoughts prayers family amp friends canada,rumor
`5.80E+17,thoughts amp prayers families victims todays shootings ottawa well members parliament amp staff,non-rumor
`5.80E+17,police believe three gunmen involved shootings ottawa morning looking two shooters,rumor
`5.80E+17,canadian police say ottawashooting caught us surprise,non-rumor
`5.80E+17,ottawa police wont say still suspects large say still active operation live video,rumor
`5.80E+17,ottawa prayers canada,non-rumor
`5.80E+17,woke today believing ottawa safe place family ill go bed tonight thinking thing stay strong stay calm,non-rumor
`5.80E+17,today exhausting everyones emotions please know ottawa amp surroundings areas,non-rumor
`5.80E+17,thoughts prayers go ottawa,non-rumor
`5.80E+17,authorities refuse say whether parliament hill gunman canadian citizen whether one people terror surveillance list,non-rumor
`5.80E+17,fbi assisting case ottawa shooting sources confirmed ctv news,rumor
`5.80E+17,censorship rcmp asks public post photos videos ottawashooting,non-rumor
`5.80E+17,ottawashooting situation fluid ongoing remain vigilant aware tip line x5493,non-rumor
`5.80E+17,saddened death young man serving us great nation god bless ottawa ottawashooting,rumor
`5.80E+17,thoughts amp prayers go soldier killed ottawa shooting amp everyone affected ottawa prayforottawa,rumor
`5.80E+17,wilson claimed radioed assistance discredited dispatch transcripts,non-rumor
`5.80E+17,timeline unfolded attack ottawa,non-rumor
`5.80E+17,important message share children today ottawashooting,non-rumor
`5.80E+17,ottawashooting suspect killed dropped gun nut trained constantly youre welcome pansies,non-rumor
`5.80E+17,afternoon weve lowered flags half mast honour canadian reservist lost life ottawa,rumor
`5.80E+17,emergency responders escort vips building near parliament hill following ottawa shooting,non-rumor
`5.80E+17,firsthand account scene ottawa change country forever,non-rumor
`5.80E+17,thoughts affected todays events ottawa,non-rumor
`5.80E+17,ottawa shooting kevin vickers labelled hero taking gunman canadian parliament,rumor
`5.80E+17,case world wondering used seeing parliament hill ottawashooting,non-rumor
`5.80E+17,confirm large power outages ottawa arent related todays shootings,non-rumor
`5.80E+17,thoughts prayers city ottawa,non-rumor
`5.80E+17,received email message ottawapolice chief charles bordeleau ottshooting,non-rumor
`5.80E+17,ok cnnbreakingnews stop calling royal canadian mountain police ottawashooting heroes kevinvickers,non-rumor
`5.80E+17,girl comes watch ball start shooting crazy 3s,non-rumor
`5.80E+17,full white house statement obamas call ottawa,rumor
`5.80E+17,heart goes ottawa violence sickness force way lives loveforcanada liveinlove,non-rumor
`5.80E+17,statement hamilton mayor bob bratina death soldier ottawashooting,rumor
`5.80E+17,thoughts face tragic events ottawa nations capital,non-rumor
`5.80E+17,barricade chairs mps built protect ottawashootings,non-rumor
`5.80E+17,rcmp asking anyone pictures videos todays events ottawa submit following link,non-rumor
`5.80E+17,prime minister stephen harper address country tonight fatal shooting war memorial attack parliament,rumor
`5.80E+17,us army increases security tomb unknown soldier arlington natl cemetery precaution due ottawa shootings,rumor
`5.80E+17,condolences family fallen officer ottawa hero bravely stood defense country freedoms,rumor
`5.80E+17,violence ottawashooting left city edge chaos heres know,non-rumor
`5.80E+17,timid colours soldiers back guarding tomb unknown soldier todays shooting standforcanada,rumor
`5.80E+17,americans watch canadian coverage ottawashooting youll quickly realize pathetic shtshow us politics amp media become,non-rumor
`5.80E+17,obama condemns ottawa shootings outrageous offers help response,non-rumor
`5.80E+17,kevin vickers hailed hero took attacker parliament hill,rumor
`5.80E+17,ottawa shooting soldier dies injuries gunman shot dead,rumor
`5.80E+17,witnesses todays shooting incidents call ext,non-rumor
`5.80E+17,justin bieber playing hockey nice move couldnt even keep balance shooting,non-rumor
`5.80E+17,ottawapolice sent email muslim community leaders call feel unsafe theyre risk ottawashooting,non-rumor
`5.80E+17,things remember ottawashooting,non-rumor
`5.80E+17,thoughts amp prayers family amp friends soldier killed today line duty ottawa nation mourns loss,rumor
`5.80E+17,statement shooting incident ottawa elizabethmaympca october,non-rumor
`5.80E+17,meet kevin vickers hero shot parliament hill gunman ottawashooting,rumor
`5.80E+17,updated ottawa attack heightened fears canada target terrorists,non-rumor
`5.80E+17,canadian soldier standing guard thee gone thoughts w everyone affected shootings ottawa canadastrong,rumor
`5.80E+17,one strong proudtobeacanadian prayforottawa ottawashooting,non-rumor
`5.80E+17,kevinvickers hailed hero took attacker parliament hill,rumor
`5.80E+17,actually amazing rt todmaffin things remember ottawashooting,non-rumor
`5.80E+17,university ottawa longer lockdown cbcott ottnews,rumor
`5.80E+17,kevin vickers hailed hero took attacker,rumor
`5.80E+17,images scene deadly shooting ottawa,non-rumor
`5.80E+17,american canadian outlets covering shooting ottawa differently,non-rumor
`5.80E+17,important canadians vigilant report anything think suspicious local police ottawashooting,non-rumor
`5.80E+17,nice touch penguins host flyers tonight canadian national anthem performed pregame support events ottawa,non-rumor
`5.80E+17,continually assessingmonitoring situation ensure jobs keeping canadians safe ottawashooting,non-rumor
`5.80E+17,sad someone died ottawa die country mobilize war takes going,non-rumor
`5.80E+17,us officials tell cbs news name dead ottawa shooting suspect michael zehafbibeau canadian born,rumor
`5.80E+17,still huge security presence ottawa police search buildings follow coverage,non-rumor
`5.80E+17,mcmasters flags lowered memory todays shooting victim ottawa,non-rumor
`5.80E+17,downtown yxe man says hes marching ottawa ottawashooting cbcyxe,non-rumor
`5.80E+17,sharing please feel free post status show ur support ottawa ottawastrong,non-rumor
`5.80E+17,gunman killed parliament attack named michael zehafbibeau us sources tell abc news,rumor
`5.80E+17,thoughts ottawa everyone affected todays events,non-rumor
`5.80E+17,citynews airing newscasts dedicated ottawashooting 7pm 9pm amp 11pm etwatch live,non-rumor
`5.80E+17,breaking reports dead shooting suspect michael zehafbibeau born reportedly canadianborn,rumor
`5.80E+17,israeli pm netanayahu calls pm harper extend condolences ottawa shooting express full support canadas fight terror,non-rumor
`5.80E+17,breaking obama canada shooting tragic shaken information motive,non-rumor
`5.80E+17,isis media account posts picture claiming michael zehafbibeau dead ottawashooting suspect canada,rumor
`5.80E+17,last three games kobe averaging points shooting rebounds assists minutes mathisfun,non-rumor
`5.80E+17,breaking soldier killed war memorial identified cpl nathan cirillo ottawashooting,rumor
`5.80E+17,rt armedresearch isis media account posts picture claiming michael zehafbibeau dead ottawashooting suspect,rumor
`5.80E+17,least shot fatally houston hospital shooting reports say,non-rumor
`5.80E+17,penguins also canadian national anthem tonights game thoughtful gesture pens sing loud pittsburgh ottawa,non-rumor
`5.80E+17,thoughts prayers everybody ottawa stay safe ottawastrong canadastrong,non-rumor
`5.80E+17,rest peace cpl nathan cirillo via globeandmail ottawashooting,rumor
`5.80E+17,pm netanyahu spoke canadian pm harper conveyed condolences israeli people wake terrorist attack ottawa,non-rumor
`5.80E+17,important name right cpl nathan cirillo ottawa,rumor
`5.80E+17,rest peace cpl nathan cirillo ottawa ottawashooting,rumor
`5.80E+17,rip cpl nathancirillo service never forgottenprayers family canadianforces ottawashooting,rumor
`5.80E+17,hamont reservist nathan cirillo duty ottawa today fatally shot,rumor
`5.80E+17,soldier shot dead ottawa today cpl nathan cirillo reservist based hamilton ont,rumor
`5.80E+17,cnn commentator already blaming lax immigration policies parliament hill shooting gim break,non-rumor
`5.80E+17,ripnathancirillort globeandmail soldier killed war memorial identified cpl nathan cirillo,rumor
`5.80E+17,canadian soldier fatally shot identified nathan cirillo ottawashooting hamont rip,rumor
`5.80E+17,isis media account posts picture claiming michael zehafbibeau suspected shooter ottawa,rumor
`5.80E+17,soldier killed war memorial identified nathan cirillo hamont ottawashooting cndpoli,rumor
`5.80E+17,cpl nathan cirillo soldier shot dead today ottawa rip sir thank service ottawashooting,rumor
`5.80E+17,breaking canada police investigating michael zehafbibeau possible suspect ottawa shooting source,rumor
`5.80E+17,corporal nathan cirillo shot dead ottawa war memorial today reservist member argyll sutherland highlanders,rumor
`5.80E+17,cpl nathan cirillo identified soldier shot killed war memorial today,rumor
`5.80E+17,twentyfouryearold cpl nathan cirillo shot dead today war memorial ottawa,rumor
`5.80E+17,message toronto police imams mosques wake ottawashootings,non-rumor
`5.80E+17,soldier shot dead wednesdays ottawa attacks named cpl nathan cirillo hamont,rumor
`5.80E+17,breaking soldier shot dead ottawa attack identified hamilton ontariobased reservist cpl nathan cirillo,rumor
`5.80E+17,breaking source confirms cp24 deceased soldier ottawa cpl nathan cirillo cirillo member hamilton argylls,rumor
`5.80E+17,sergeantatarms kevin vickers reportedly shot suspect hailed hero,rumor
`5.80E+17,hamilton argylls soldier nathan cirillo right picture dies ottawa attack,rumor
`5.80E+17,isis media account posts pic claiming michael zehafbibeau dead ottawashooting terrorist,rumor
`5.80E+17,pittsburgh penguins announce theyll play canadian national anthem tonights game philadelphia ottawashooting,non-rumor
`5.80E+17,anyone photos videos todays shootings send rcmpnatdiv link,non-rumor
`5.80E+17,soldier killed war memorial identified cpl nathan cirillo ottawashooting,rumor
`5.80E+17,ottawa shooting suspect named michael zehafbibeau us sources tell abc news,rumor
`5.80E+17,cpl nathan cirillo identified soldier shot killed ottawa today aunt says globeandmail,rumor
`5.80E+17,rest peace cpl nathan cirillo thank serving country ottawashooting,rumor
`5.80E+17,mlb joins bluejays thinking affected bytodays tragedy ottawa,non-rumor
`5.80E+17,rest peace soldier killed ottawa today,rumor
`5.80E+17,new sources deceased gunman killed soldier ottawa identified canadian national michael zehafbibeau,rumor
`5.80E+17,canada investigating michael zehafbibeau possible suspect ottawa shooting source,rumor
`5.80E+17,breaking military sources friends id nathan frank cirillo soldier killed ottawa,rumor
`5.80E+17,everyone take moment honour cpl nathan cirillo fine soldier killed ottawa today hero,rumor
`5.80E+17,saw member public go cf member shake hand thank service nice ottawashooting ctvnews,non-rumor
`5.80E+17,canadian media identify soldier killed ottawa nathan cirillo,rumor
`5.80E+17,ottawa shooting nathan cirillo reservist hamilton killed attack,rumor
`5.80E+17,ctv news confirms canadian authorities provided us authorities name michael zehafbibeau connection ottawa shooting,rumor
`5.80E+17,update dead houston hospital shooting,non-rumor
`5.80E+17,ctv news confirmed name canadian authorities provided us authorities michael zehafbibeau ottawashooting,rumor
`5.80E+17,rip nathan cirillo soldier ottawa canada love,rumor
`5.80E+17,thoughts go family nathan cirillo identified soldier killed ottawa today,rumor
`5.80E+17,photo cpl nathan cirillo killed ottawa today rip,rumor
`5.80E+17,updated full story nathan cirillo soldier killed ottawashooting,rumor
`5.80E+17,soldier killed ottawa today named yearold nathan cirillo latest,rumor
`5.80E+17,sending thoughts prayers everybody ottawa ottawastrong canadastrong,non-rumor
`5.80E+17,atlantic cadet programs cancelled cadets advised wear uniform show business casual ottawashooting,non-rumor
`5.80E+17,rip cpl nathan cirillo identified canadian soldier killed ottawashooting canada,rumor
`5.80E+17,canadian soldier killed ottawa identified,rumor
`5.80E+17,soldier killed ottawashooting identified cpl nathan cirillo via globeandmail,rumor
`5.80E+17,cbs reports ottawa shooting suspect born quebec michael joseph hall hes recent convert islam,rumor
`5.80E+17,ottawa youve mind day keeping heart,non-rumor
`5.80E+17,thoughts everyone ottawa affected todays events ottawastrong,non-rumor
`5.80E+17,kudos penguins national anthems played tonight flyerspens game gesture ottawa tragedy,non-rumor
`5.80E+17,cbc news ottawa independently confirmed gunman shot killed michael zehafbibeau,rumor
`5.80E+17,breaking michael zehafbebeau designated highrisk traveller cdn govt confiscated passport,rumor
`5.80E+17,gunman shot dead ottawashootings named us officials yearold canadianborn michael zehafbibeau,rumor
`5.80E+17,cbcnews independently confirmed gunman killed parliament attack canadianborn michael zehafbibeau,rumor
`5.80E+17,ottawa police map downtown ottawa safety perimeter cbcott ottnews,non-rumor
`5.80E+17,good news canadian govt successfully prevented zehafbebeau joining isis abroad bad news waged jihad ottawa today,rumor
`5.80E+17,ottawa shooting events unfolded first shots fired war memorial,non-rumor
`5.80E+17,breaking canadian official identifies dead ottawa gunman michael zehafbibeau,rumor
`5.80E+17,pittsburgh play canadian national anthem tonights game support ottawa makes happy,non-rumor
`5.80E+17,true north strong free stay safe ottawa prayforottawa canadastrong,non-rumor
`5.80E+17,proudly post nathancirillo nation thanks family ottawashooting,rumor
`5.80E+17,city hamilton offers condolences family cpl nathan cirillo hamont native bravely served theargylls ottawa,rumor
`5.80E+17,fbi working canadian authorities determine ottawa shooting act terrorism,rumor
`5.80E+17,obama ottawa shooting shaken,non-rumor
`5.80E+17,canadas coverage ottawa shootings put american cable news shame,non-rumor
`5.80E+17,gutwrenching hear soldier guarding national war memorial died rest peace cpl nathan cirilloottawashootingneverforget,rumor
`5.80E+17,sergeantatarms kevin vickers hailed hero shooting canadian parliament gunman,rumor
`5.80E+17,soldier killed war memorial identified cpl nathan cirillo ottawashooting,rumor
`5.80E+17,canada soldier shot today mt megunder sunday handsome guard picture friend rip nathan cirillo,rumor
`5.80E+17,ottawa police say area downtownhill see map still securityperimeter lockdown pm et,non-rumor
`5.80E+17,forever remember cpl nathan cirillo never speak shooter ottawashooting staysafeottawa staystrongcanada,rumor
`5.80E+17,rip cpl nathan cirillo argyll sutherland highlanders canadastrong,rumor
`5.80E+17,watch cbcnews coverage ottawa shootings put american cable news shame summary,non-rumor
`5.80E+17,rip cpl nathan cirillo canada always remember ottawashooting,rumor
`5.80E+17,soldier killed ottawa identified cpl nathan cirillo,rumor
`5.80E+17,developing canada officials identify dead gunman parliament shooting michael zehafbibeau,rumor
`5.80E+17,latest suspected ottawa gunman identified michael joseph hall convert islam also known michael zehafbibeau,rumor
`5.80E+17,updated soldier dead others injured parliament hill siege gunman dead,rumor
`5.80E+17,let nathancirillo remembered like this the part time soldier job amp bringing little happiness ottawa,rumor
`5.80E+17,michael zehafbibeau wearing gamergate tshirt ottawa shooting people spreading freaking sick,rumor
`5.80E+17,canadian anthem performed flyerspenguins tonight support ottawa,non-rumor
`5.80E+17,breaking news suspected ottawa gunman identified michael joseph hall isis sympathizer,rumor
