id,tweet,label
5.8e+17,fox news alert search rescue underwayteams headed germanwings plane crash site french alps httptcokbkbqyuegs,non-rumor
5.8e+17,frances transport minister says distress signal sent germanwings plane patthomas europe1 httptcoby471nazfg,rumor
5.8e+17,deeply shocked learn crash flight 4u9525 france thoughts prayers victims amp families eppgroup,non-rumor
5.8e+17,yet clear uk nationals germanwings crash thoughts relatives downing street says httptcosldktp3mmk,non-rumor
5.8e+17,flightpath germanwings a320 httptcoshvkyey4ug httptcoazouledgei,non-rumor
5.8e+17,airport operator aena crashed germanwings jet took barcelona airport gmt httptco8upmsinqkx httptco4ipodsey7u,non-rumor
5.8e+17,germanwings flight least passengers crew six goes alps region httptco4sxbd0uiva httptco3t9agmtciy,non-rumor
5.8e+17,im horrified anticatalan antigerman tweets coming spanish trolls twitter rt shame germanwings,non-rumor
5.8e+17,germanwings airbus a320 climbed feet starting descend lose signal httptco4xru5micvz,non-rumor
5.8e+17,rescue workers gather seyne southeastern france near site germanwings airbus a320 crashed httptcoe0qfnms8pw,non-rumor
5.8e+17,4u fears confirmed dark day germanwings carsten spohr,non-rumor
5.8e+17,breaking germanwings a320 barcelona dusseldorf sent distress call local time,rumor
5.81e+17,breaking germanwings copilots name andreas lubitz german national says marseilles prosecutor httptco1o08vxvzp8,rumor
5.8e+17,passengers crew feared dead a320 plane crashes southern france httptcoh3yacxhtjk 4u9525 follow,rumor
5.8e+17,german wings airbus a320 4u9525 lost flightradar24 ft utc time updates httptcoxtmaa9mav2 httptcovwzmbhcusn,rumor
5.8e+17,germanwings plane crashes french alps people httptcopg3bpbv7r1,rumor
5.8e+17,breaking germanwings crew send distress signal aviation official afp,rumor
5.8e+17,reports plane crash near french alps germanwings a320 httptcowdso9euyhp httptcompnenahmaw,rumor
5.8e+17,french president franois hollande states survivors expected germanwings 4u9525 crash,rumor
5.8e+17,breaking germanwings airbus a320 plane reportedly crashed region digne french alps flightradar24 french tv itele,rumor
5.8e+17,french president said believed none people board germanwings flight 4u9525 plane survived httptcokc9nbcezsv,rumor
5.8e+17,breaking germanwings airbus a320 crew sent distress signal french alps crash reports httptcojldcz6ahfr,rumor
5.8e+17,germanwings sorry confirm passengers amp crew board flight 4u9525 crashed french alps httptcoinqlkoqzup,rumor
5.8e+17,breaking germanwings airbus a320 crashes french alps via bbcbreaking,rumor
5.81e+17,germanwings pilot locked cockpit fatal plane crash httptcooe9lmgpcoe httptcohbu3xoiaul,rumor
5.8e+17,airbus plane operated lufthansas germanwings airline crashes southern france officials say reuters httptcoby471nazfg,rumor
5.81e+17,germanwings copilot battled depression friends say httptcosrhdpf4zn5 httptcoi3zd1rynud,rumor
5.8e+17,route map shared httptcolzkoxadhka 4u9525 httpstcohq8kbp2aus,non-rumor
5.8e+17,last position germanwings airbus a320 passenger jet crashed french alps httptco8upmsinqkx httptcok3etnepmxk,non-rumor
5.81e+17,name copilot andreas lubitz httptcol7fdlo6iom 4u9525,rumor
5.81e+17,least germans spanish killed germanwings crash airline httptcojeigmqotna httptcohrecgvkuuv,rumor
5.8e+17,call dgac source says pilots called urgence urgence emergency emergency opposed mayday call squawk 4u9525,rumor
5.8e+17,update authorities confirm last words germanwings a320 distress call emergency emergency,rumor
5.8e+17,video breaking news germanwings plane crashes en route barcelona dusseldorf httptco0ldgzfsu5w httptcoe7tb0eenhi,non-rumor
5.8e+17,pray 4u9525 httptcoii7rl24ffh,non-rumor
5.81e+17,airlines begin requiring crew members cockpit times germanwings crash httptcobuo4yfkjx2,non-rumor
5.81e+17,germanwings crash copilot keep captain cockpit via outfrontcnnhttptcomlast2ksue httptcoyqkbk9ndqt,non-rumor
5.8e+17,passengers involved care assistance everyone germanwings lufthansa deeply shocked saddened events,non-rumor
5.81e+17,islam amp muslims blamed even neither anything mass killing germanwings germanwingscrash httptcodkmneqzpc7,rumor
5.8e+17,playback flight 4u9525 speed altitude graph available httptcomoqyh9kurl httptcoj084cuaebe via flightradar24,non-rumor
5.8e+17,french police confirmed airbus operated germanwings crashed southern france,rumor
5.8e+17,details 4u9525 flight crash first accident history germanwings httptcowkhajih6pq a320,non-rumor
5.8e+17,ltimahora es tracta dun aparell de germanwings amb passatgers bord httptcoht5bhpuguv,non-rumor
5.81e+17,german news copilot germanwings airbus muslim convert hero islamic state httptcovmxfnvrjeb httptcocixotboh74,rumor
5.81e+17,breaking nytimes reporting one pilot 4u9525 locked cockpit deadly descent crash accident called doubt,rumor
5.8e+17,bulceu thoughts families passengers board germanwings airbus a320 httptcodymea3wc6p,non-rumor
5.8e+17,get reports germanwings a320 crash flight 4u9525 lost flightradar24 feet near digne southern france,rumor
5.8e+17,german chancellor angela merkel deeply shaken germanwings crash spokesperson says httptcorpzudme3s0,non-rumor
5.8e+17,germanwings plane crashed french alps descended unprecedented rate aviation expert says httptcoh2n4a9lpoj,rumor
5.8e+17,watch live rolling coverage germanwings plane crash southern france httptcod0osirfvqr httptcoe9n4uq3fdj,non-rumor
5.8e+17,germanwings passenger plane crashes french alps onboard httptcojcdztv8we0 httptcoye0hunditr,rumor
5.81e+17,breaking prosecutor identifies germanwings pilot deliberately crashed plane carrying people german national andreas lubitz,rumor
5.81e+17,tony abbott seeks advice cockpit rules wake germanwings crash httptcouagck9kt65,non-rumor
5.8e+17,several european news agencies reporting accident involving germanwings airbus a320 southern france developing breaking,rumor
5.8e+17,breaking germanwings says passengers crew crashed plane httptcowfg8ktsve2 httptcoqtymopb5aj,rumor
5.8e+17,breaking airbus a320 crashes southern france people board germanwings httptcosurctxrgsu,rumor
5.8e+17,breaking germanwings a320 crash southern france,rumor
5.8e+17,live updates germanwings crash alps httptcoj37vkd8anf 4u9525 germany httptcof4mjj1lnsk,non-rumor
5.8e+17,thoughts friends family passengers germanwings flight 4u9525,non-rumor
5.8e+17,thoughts passengers crew flight 4u families friends united wings lufthansa germanwings,non-rumor
5.8e+17,passenger plane carrying people crashes french alps en route spain germanygermanwings,rumor
5.8e+17,4u9525 fl380 fl110 min thats average rate descent fpm levelled fl068 hell going,rumor
5.8e+17,germanwings latest httptco8tzopibylh airbus a320 crashes french alps barcelonatodusseldorf flight passengers amp crew,rumor
5.8e+17,nearly perfect loop around crash area armeedelair ec germanwings missilito httptcooedxpf89td,non-rumor
5.8e+17,breaking germanwings photo helicopter crash area france2 journalists httptcowfg8ktsve2 httptcornc5gt5w40,non-rumor
5.8e+17,fox news alert germanwings airbus a320 years old traveling barcelona dusseldorf httptcoovbeteybmt,non-rumor
5.81e+17,breaking germanwings copilot muslim convert httptcoicrwosu1uq,rumor
5.8e+17,germanwings plane crash a320 sent distress signal crashing french alps httptcou4yg4ndybo httptco6tmygkoetx,rumor
5.81e+17,breaking pilot germanwings flight left cockpit planes descent couldnt get back new york times httptcodziwrfli74,rumor
5.8e+17,airbuscrash according flightradar24 actual germanwings plane crashed httptcopkdhz6248p,non-rumor
5.8e+17,heart goes victims germanwings crashed near marseille france passengers 6crew feared dead httptco8hbqacj3id,rumor
5.81e+17,heres germanwings crash scenario less likely us httptcobtnzb7seot httptcoky6sggcdav,non-rumor
5.8e+17,flightradar24 altitude amp speed chart 4u9525 aircraft entered steep constant descent httptcohl7ivhzcmy,rumor
5.8e+17,people feared dead germanwings airbus crash france httptcooagrxxrjuj httptcona2jbscshd,rumor
5.8e+17,germanwings crew didnt send distress signal sent air traffic control civil aviation authorities afp httptcocn6ivjdoo7,rumor
5.81e+17,new york times reporting one pilots locked cockpit crashed germanwings cbc,rumor
5.8e+17,flight 4u9525 climbed feet started descend lost signal 800ft flightradar24 httptcocig4wqg5cu,rumor
5.8e+17,french authorities say last words germanwings airbus320 distress call emergency emergency httptcovnquvdvjfp,rumor
5.8e+17,last position report 275ft ground level 300ft 4u9525,non-rumor
5.8e+17,update crash 4u9525 arrivals board dusseldorf airport httptcowfg8ktsve2 httptcop9d4cgubbi,non-rumor
5.8e+17,breaking news germanwings flight gwi18g crashes french alps httptcov8ysstebhr httptcoga8zdguq30,non-rumor
5.8e+17,germanwings airbus a320 flight 4u9525 bcndus crashed southern france board httptcotutpc26dax,rumor
5.8e+17,lufthansa fears confirmed dark day lufthansa hope find survivors germanwings,non-rumor
5.81e+17,copilot germanwings intentionally crashed plane hes white hes terrorist,non-rumor
5.81e+17,thank god hes muslim otherwise worldd muslim hate spree germanwings httptconoxahjsmp7 httptcoqdsc50p86w,rumor
5.8e+17,germanwings airbus a320 plane crash two babies children among dead httptcouglam0vpok httptco9yccn7hzz8,rumor
5.8e+17,breaking lufthansa chief says dont know yet happened crashed germanwings flight,non-rumor
5.8e+17,plane crashes southern france board germanwings budget airline flying barcelona dusseldorf httptco2vhtfulqoq,rumor
5.8e+17,morning thoughts prayers people board germanwings flight families,non-rumor
5.81e+17,germanwings co pilot new muslim convertislamic state praises herowakeupamerica httptconyefk5wcpm httptcoj195dkgfgu,rumor
5.8e+17,a320 germanwings plane crash majority victims likely german says french president httptcou4yg4ndybo httptcoehb2uetmxi,non-rumor
5.8e+17,important information telephone relatives a320 tf germanwings,non-rumor
5.81e+17,breaking one pilot locked cockpit germanwings crash httptco3zrouzedhx httptcocsuybyhuaf,rumor
5.8e+17,breaking lufthansa germanwings airbus jet carrying people crashed southern france en route barcelona duesseldorf,rumor
5.8e+17,thoughts people missing germanwings flight families,non-rumor
